0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

15.39742	73.07153	57.70578	
0.4320679	3.635124	71.01591	
16.87555	109.2547	60.08186	
48.90253	5.932434	83.56557	

15.46841	73.35681	57.01957	
2.951294	3.590641	68.7131	
16.56909	102.4808	67.17253	
30.68484	4.561737	83.65755	

15.52967	73.67639	56.58437	
3.937775	3.570611	67.68932	
16.34161	97.84063	70.40297	
22.45798	4.23999	82.56895	

16.81551	80.71411	45.39404	
11.32934	2.859871	47.38002	
17.02368	103.4376	59.68711	
24.29034	3.966309	67.26372	

17.77119	86.80371	33.41894	
14.54294	2.139373	33.10534	
17.75842	107.71	44.97444	
16.76184	3.011658	47.44692	

18.19398	89.89392	25.77063	
10.19241	1.808117	27.87161	
18.13986	110.0626	35.09198	
4.744324	2.404205	37.30759	

18.45324	90.52094	14.20654	
3.876576	1.930961	30.18172	
18.03131	108.4442	38.75325	
7.062073	3.243134	54.57641	

18.49475	90.15298	5.507286	
1.14703	2.112595	33.34508	
17.80707	105.5463	44.85502	
7.201752	3.739349	69.6876	

18.46224	89.71719	0.6839675	
0.2445467	2.222917	35.31073	
17.6283	103.2593	48.8802	
6.003204	3.846283	75.00249	

18.43118	89.44247	1.674652	
0.05905151	2.27769	36.30643	
17.52451	101.9445	50.94006	
5.14035	3.870209	76.64476	

18.4425	89.34686	5.687032	
3.459252	2.731777	45.32219	
17.55103	100.8389	50.39853	
6.138092	3.900848	78.25784	

18.12812	86.11252	16.26146	
7.372231	2.749286	45.50496	
17.60626	95.844	47.79051	
3.679657	3.930756	81.64511	

17.73446	82.85941	23.40949	
10.20496	2.591372	41.99642	
17.58197	91.35581	44.83022	
1.017334	3.95047	84.70306	

17.46315	80.83618	27.08775	
12.08085	2.466769	39.35445	
17.53531	88.68241	42.7035	
0.625483	3.960632	86.60269	

17.31668	79.79364	28.81461	
13.14506	2.398922	37.94168	
17.50238	87.33401	41.51382	
1.458608	3.96524	87.58361	

17.24544	79.29718	29.60232	
13.68215	2.366249	37.26496	
17.48465	86.69876	40.92437	
1.850673	3.967255	88.0506	

16.2604	71.1825	30.59214	
3.123413	1.926937	29.9038	
17.16989	86.73103	48.0588	
1.942194	3.947113	83.77239	

15.23988	64.30307	30.80851	
20.63739	1.724054	24.18422	
16.83282	86.88531	54.91549	
1.915084	3.904114	79.44721	

14.60893	60.51971	30.70579	
30.94897	1.709301	21.51478	
16.61285	86.99282	59.03872	
1.886209	3.86676	76.79852	

14.28899	58.70248	30.59987	
35.91211	1.731185	20.35349	
16.49698	87.04876	61.12439	
1.872315	3.844604	75.4524	

13.84003	56.3327	31.07653	
32.55209	1.704981	21.01314	
17.27643	84.4748	42.06647	
17.68988	3.913696	68.79922	

13.47689	54.49319	31.52027	
28.64771	1.706958	22.0931	
17.83154	83.70357	22.26957	
39.14202	3.689484	43.76862	

