0	0	0	
-1.582276E-06	3.144552E-06	12.67439	
0	0	0	
0	0	0	

18.45772	83.02829	8.795811	
0.4055038	0.05725098	3.908815	
18.45755	83.02835	8.795732	
0.405426	0.05725419	3.908794	

18.45437	83.0166	8.802036	
0.4069418	0.08590698	3.749911	
18.4639	83.03555	8.817073	
0.4350281	0.05258264	3.922918	

23.92453	77.6554	1.448804	
12.2023	5.655895	26.38588	
16.99368	77.16599	14.62697	
4.037658	0.07787386	6.735622	

26.58187	70.2258	5.429993	
20.29991	17.70763	53.10889	
16.42023	72.33691	19.9975	
8.380489	0.687283	10.22374	

26.91478	68.8884	6.392334	
20.79236	19.99397	57.48176	
16.41882	71.68201	20.7527	
9.018131	0.8494529	10.78602	

29.03631	59.01843	11.71017	
18.03577	34.09694	85.18022	
16.93936	67.92644	25.07711	
12.90732	2.395286	14.6401	

29.65605	52.05295	9.378461	
16.43019	30.24585	88.26027	
22.18735	67.83753	24.90262	
13.23161	6.923952	29.14816	

29.85395	50.24786	16.46935	
16.4667	28.60938	88.7564	
23.52441	68.11083	24.67599	
12.87166	8.669529	34.06487	

30.22075	48.31345	24.77453	
16.73705	26.65185	89.43768	
25.00336	68.50648	24.38065	
12.1165	10.84628	39.98815	

30.38729	47.69278	27.62188	
16.88521	25.97112	89.69082	
25.509	68.65139	24.27535	
11.75862	11.61946	42.05128	

31.6176	45.51141	39.43074	
17.87465	23.08272	90.86533	
27.4971	69.37821	23.77489	
9.876423	15.02577	50.91985	

35.37776	43.17096	56.66219	
20.38485	18.73723	92.8014	
30.46808	70.64936	22.91537	
5.328314	20.26996	64.50964	

36.25409	42.90573	59.25563	
20.88467	18.07066	93.11311	
30.94107	70.86548	22.76906	
4.409001	21.0646	66.63965	

41.87885	41.92319	71.93964	
23.62122	15.12877	94.58851	
33.48169	71.89887	22.13027	
1.299744	24.81248	77.46152	

41.58289	42.31384	72.08183	
23.32941	15.87915	94.04178	
33.73984	71.56813	22.50202	
1.590149	24.96285	77.40069	

41.23152	42.78519	72.25672	
23.05735	16.78077	93.18221	
34.04785	71.16415	22.95351	
1.849915	25.10413	77.11832	

40.85538	43.32336	72.37471	
22.73141	17.73107	92.40738	
34.37555	70.74477	23.42617	
2.211121	25.25833	77.00501	

33.70872	59.4621	67.43901	
21.77796	35.21101	72.04402	
41.03372	60.64349	34.28368	
10.01547	32.41983	74.90872	

32.80836	62.7897	65.44729	
22.82995	37.09599	68.40807	
41.98291	58.84927	36.12622	
11.19406	34.35433	74.47965	

32.63936	63.51947	64.97781	
23.08912	37.44545	67.64835	
42.17578	58.4713	36.51175	
11.43683	34.78115	74.38359	

32.38191	64.60632	64.27452	
23.50077	37.93695	66.51719	
42.45895	57.90278	37.09004	
11.797	35.43185	74.2355	

32.18685	65.46533	63.70714	
23.83126	38.2895	65.64253	
42.67401	57.46242	37.53666	
12.07278	35.94452	74.11753	

32.03863	66.16129	63.23657	
24.09475	38.55014	64.95464	
42.84103	57.11626	37.88688	
12.28806	36.35369	74.02248	

31.85279	66.99493	62.67279	
24.42448	38.84683	64.12844	
43.03964	56.69577	38.31151	
12.54654	36.85464	73.90488	

31.61371	68.17081	61.8587	
24.89085	39.21684	62.99788	
43.30667	56.12139	38.8898	
12.89648	37.5509	73.73927	

31.44753	68.99475	61.28155	
25.22879	39.44869	62.21146	
43.48865	55.72152	39.29139	
13.13739	38.04189	73.62077	

